                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    146,                0.46862,                0.29932,                0.89882,                0.87951,                 0.8464,                0.88028,                0.76676,                0.79061,                0.85815,                 1.0514,             0.00028225,             0.00028225,             0.00028225
                    147,                0.46155,                0.29084,                0.89571,                0.87906,                0.84544,                0.87276,                0.76724,                0.77158,                0.90769,                 1.0111,              0.0002773,              0.0002773,              0.0002773
                    148,                0.45705,                0.29245,                0.89751,                0.81822,                0.88245,                0.87319,                0.75989,                0.79627,                0.92469,                 1.0204,             0.00027235,             0.00027235,             0.00027235
                    149,                0.47425,                0.29587,                0.89999,                0.87694,                0.84101,                0.87407,                0.76468,                0.76885,                0.85979,                 1.0059,              0.0002674,              0.0002674,              0.0002674
                    150,                0.46477,                 0.3057,                0.89728,                0.85733,                0.82794,                0.87362,                0.75848,                0.78087,                0.95965,                 1.0141,             0.00026245,             0.00026245,             0.00026245
                    151,                0.46586,                    0.3,                0.90101,                0.82507,                0.87196,                0.88293,                0.77228,                0.79139,                  0.908,                0.99854,              0.0002575,              0.0002575,              0.0002575
                    152,                0.45097,                0.29849,                0.89458,                0.86898,                0.83426,                0.85359,                0.74749,                 0.8019,                 0.9106,                  1.026,             0.00025255,             0.00025255,             0.00025255
                    153,                0.44791,                0.29057,                0.89246,                0.83851,                0.84055,                 0.8552,                0.74592,                0.80685,                0.97324,                 1.0223,              0.0002476,              0.0002476,              0.0002476
                    154,                0.45967,                0.29289,                0.89954,                0.87277,                0.82006,                0.86693,                 0.7579,                 0.8006,                0.93035,                 1.0257,             0.00024265,             0.00024265,             0.00024265
                    155,                0.44902,                 0.2839,                0.89939,                0.79809,                0.87086,                0.87123,                0.75607,                0.79241,                0.94907,                0.99795,              0.0002377,              0.0002377,              0.0002377
                    156,                0.44558,                0.29331,                0.89253,                0.85452,                0.84244,                0.87988,                0.77139,                   0.78,                0.91756,                0.99525,             0.00023275,             0.00023275,             0.00023275
                    157,                0.44545,                0.27842,                 0.8979,                0.84125,                0.83631,                0.86598,                0.75336,                0.77854,                0.91583,                0.98894,              0.0002278,              0.0002278,              0.0002278
                    158,                 0.4467,                0.28657,                0.89294,                0.82709,                 0.8715,                0.86929,                0.75876,                0.79299,                0.88795,                 1.0049,             0.00022285,             0.00022285,             0.00022285
                    159,                0.45139,                0.28346,                0.88982,                0.85021,                0.83472,                0.87801,                0.76321,                0.81004,                0.88791,                 1.0182,              0.0002179,              0.0002179,              0.0002179
                    160,                0.44745,                0.28297,                0.89609,                0.85962,                0.83692,                0.87545,                0.75694,                0.79546,                 0.8383,                 1.0075,             0.00021295,             0.00021295,             0.00021295
                    161,                0.44803,                0.29159,                 0.8977,                0.85652,                 0.8328,                 0.8713,                 0.7521,                0.79298,                0.85066,                 1.0041,               0.000208,               0.000208,               0.000208
                    162,                0.43998,                0.28331,                0.89104,                0.85287,                0.83687,                0.87523,                0.76616,                0.80027,                0.86482,                 1.0265,             0.00020305,             0.00020305,             0.00020305
                    163,                 0.4335,                0.26819,                0.89271,                 0.8743,                0.84862,                0.88245,                0.77504,                0.79372,                 0.8913,                 1.0176,              0.0001981,              0.0001981,              0.0001981
                    164,                0.43459,                0.28785,                0.89396,                0.87034,                0.83799,                 0.8664,                0.76176,                  0.791,                0.93972,                 1.0029,             0.00019315,             0.00019315,             0.00019315
                    165,                0.43912,                0.28326,                0.89158,                0.82829,                0.84536,                0.85908,                0.75012,                0.77094,                0.92876,                0.99275,              0.0001882,              0.0001882,              0.0001882
                    166,                0.42638,                0.26727,                0.88592,                0.83313,                0.83491,                  0.839,                0.72509,                0.77165,                0.97585,                0.98729,             0.00018325,             0.00018325,             0.00018325
                    167,                0.43593,                0.28188,                0.88878,                0.83219,                0.84742,                0.86339,                 0.7477,                0.78784,                0.97772,                 1.0048,              0.0001783,              0.0001783,              0.0001783
                    168,                  0.431,                0.27422,                0.89075,                0.86598,                0.83766,                0.86408,                 0.7483,                0.78959,                0.95443,                 1.0145,             0.00017335,             0.00017335,             0.00017335
                    169,                0.43134,                0.27775,                0.88573,                0.84338,                0.83985,                0.86103,                0.74624,                0.78649,                0.98415,                 1.0026,              0.0001684,              0.0001684,              0.0001684
                    170,                0.43679,                0.27834,                0.88885,                0.86301,                0.84777,                0.85066,                0.73817,                0.80561,                0.97586,                 1.0188,             0.00016345,             0.00016345,             0.00016345
                    171,                0.42033,                 0.2682,                0.88467,                0.84924,                0.84797,                0.86913,                0.75855,                0.79412,                0.95289,                 1.0361,              0.0001585,              0.0001585,              0.0001585
                    172,                0.42318,                 0.2728,                0.88189,                0.86694,                0.84082,                0.87236,                0.76155,                0.78437,                0.92963,                  1.013,             0.00015355,             0.00015355,             0.00015355
                    173,                0.42348,                0.26645,                0.88694,                0.86821,                 0.8532,                0.87413,                0.75688,                0.78731,                 0.8943,                 1.0259,              0.0001486,              0.0001486,              0.0001486
                    174,                  0.431,                0.27838,                0.89258,                0.86428,                0.83758,                 0.8731,                0.76207,                0.77927,                0.90307,                 1.0091,             0.00014365,             0.00014365,             0.00014365
                    175,                0.41989,                0.26678,                0.88958,                 0.8651,                0.84624,                 0.8597,                0.74987,                0.79486,                0.98311,                 1.0096,              0.0001387,              0.0001387,              0.0001387
                    176,                0.41469,                0.26781,                0.88513,                0.85004,                0.85609,                0.88302,                0.76568,                0.78312,                0.98113,                 1.0025,             0.00013375,             0.00013375,             0.00013375
                    177,                0.41915,                0.26637,                 0.8872,                0.85086,                0.83504,                0.87221,                0.75682,                0.79084,                0.96426,                 1.0221,              0.0001288,              0.0001288,              0.0001288
                    178,                 0.4128,                0.26658,                0.88596,                0.84159,                0.86107,                 0.8832,                0.76535,                0.78411,                0.92421,                 1.0254,             0.00012385,             0.00012385,             0.00012385
                    179,                0.41379,                0.26462,                  0.883,                0.84366,                0.87943,                0.88212,                0.76746,                0.77667,                0.92367,                 1.0104,              0.0001189,              0.0001189,              0.0001189
                    180,                0.41692,                0.26676,                0.87992,                0.87034,                0.85368,                0.88388,                0.77326,                0.77748,                0.92663,                0.99597,             0.00011395,             0.00011395,             0.00011395
                    181,                0.42235,                0.26942,                0.88389,                0.87502,                0.84731,                0.86947,                0.75667,                0.78626,                0.92141,                 1.0159,               0.000109,               0.000109,               0.000109
                    182,                 0.4071,                0.26105,                0.88222,                0.87451,                0.84509,                 0.8695,                0.76276,                0.78024,                0.92952,                 1.0118,             0.00010405,             0.00010405,             0.00010405
                    183,                0.41764,                 0.2622,                0.88371,                 0.8534,                0.85042,                0.86555,                0.75828,                0.77201,                0.95189,                 1.0031,               9.91e-05,               9.91e-05,               9.91e-05
                    184,                0.40228,                0.25615,                0.88067,                0.86028,                0.85224,                0.87077,                0.76517,                0.76709,                0.93781,                 1.0057,              9.415e-05,              9.415e-05,              9.415e-05
                    185,                0.41446,                0.25807,                0.88965,                0.88058,                 0.8559,                0.87057,                0.76466,                0.77093,                0.92093,                 1.0143,               8.92e-05,               8.92e-05,               8.92e-05
                    186,                 0.3881,                0.24786,                0.87858,                0.87508,                0.85015,                0.87086,                0.76147,                0.78185,                0.92633,                 1.0223,              8.425e-05,              8.425e-05,              8.425e-05
                    187,                 0.3991,                0.25139,                0.87691,                0.87789,                 0.8493,                0.86745,                0.75725,                0.77956,                 0.9063,                  1.028,               7.93e-05,               7.93e-05,               7.93e-05
                    188,                0.41337,                0.25254,                0.88713,                0.85047,                0.87284,                0.86438,                0.75663,                0.78255,                0.92073,                 1.0233,              7.435e-05,              7.435e-05,              7.435e-05
                    189,                0.40283,                0.25166,                0.87839,                0.84634,                0.84625,                0.86437,                0.75266,                0.78203,                0.95243,                 1.0224,               6.94e-05,               6.94e-05,               6.94e-05
                    190,                0.40023,                 0.2572,                0.88102,                0.84754,                0.85636,                0.87649,                0.76768,                0.78772,                0.93439,                 1.0304,              6.445e-05,              6.445e-05,              6.445e-05
                    191,                0.33305,                0.17862,                0.83254,                0.83682,                0.85844,                0.86901,                 0.7542,                 0.7818,                0.89601,                 1.0218,               5.95e-05,               5.95e-05,               5.95e-05
                    192,                0.32899,                0.17213,                0.82136,                0.83491,                0.86792,                0.86764,                0.75345,                0.78106,                0.91295,                  1.026,              5.455e-05,              5.455e-05,              5.455e-05
                    193,                0.32407,                0.17295,                0.82177,                0.83916,                0.86223,                0.86164,                0.74537,                 0.7861,                0.92379,                 1.0355,               4.96e-05,               4.96e-05,               4.96e-05
                    194,                0.32241,                0.17247,                0.82545,                0.85706,                0.84925,                0.86605,                  0.746,                0.78429,                0.93619,                 1.0261,              4.465e-05,              4.465e-05,              4.465e-05
                    195,                0.31848,                0.16824,                0.82242,                0.84621,                0.85981,                0.86836,                0.75237,                0.78234,                0.93907,                  1.027,               3.97e-05,               3.97e-05,               3.97e-05
                    196,                0.31225,                0.16778,                0.82898,                0.85125,                0.85583,                0.87302,                0.75896,                0.78216,                0.94608,                 1.0247,              3.475e-05,              3.475e-05,              3.475e-05
                    197,                0.31531,                 0.1676,                0.81392,                0.85237,                0.85466,                0.87367,                0.76188,                0.78453,                0.94209,                 1.0258,               2.98e-05,               2.98e-05,               2.98e-05
                    198,                0.31442,                0.16768,                0.81417,                0.85216,                0.85523,                0.87058,                0.76145,                0.79035,                0.93223,                 1.0316,              2.485e-05,              2.485e-05,              2.485e-05
                    199,                0.30796,                0.16404,                0.81839,                0.85414,                 0.8504,                0.86602,                0.75524,                0.79241,                0.94065,                 1.0341,               1.99e-05,               1.99e-05,               1.99e-05
                    200,                 0.3133,                0.16397,                 0.8174,                0.85362,                0.85182,                0.86236,                0.75134,                0.78751,                0.93579,                 1.0264,              1.495e-05,              1.495e-05,              1.495e-05
